1.01,13.9924242424,5.76216922027
1.03,15.8106060606,5.3978216366
11.1,17.2272727273,4.92995007211
12.5,21.1136363636,4.87809377709
1.38,12.1212121212,4.37543123941
2.05,14.5909090909,3.74409544332
2.08,11.5454545455,3.17032556488
21.7,18.303030303,4.30105588505
24.9,18.359375,6.04182605752
2.5,15.55,6.7433300379
40.8,19.1893939394,4.57141576067
43.7,18.1287878788,2.75042779876
4.5,15.9393939394,7.15521379703
45.8,20.3712121212,5.51311151082
5.05,17.75,2.88871891497
5.5,17.4375,7.12554822452
56.7,20.3863636364,5.49830928183
5.9,12.6742424242,5.28379628808
62.5,22.5,2.82220547622
6.7,15.2803030303,6.61087189264
